,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Bosaso,SO,11.2842,49.1816,79.63,55,0,11.34,clear sky
346,Moyale,KE,3.5167,39.0584,68.05,77,72,5.37,light rain
347,Ouesso,CG,1.6136,16.0517,71.28,86,63,2.71,light rain
348,Kieta,PG,-6.2167,155.6333,78.19,91,100,6.71,moderate rain
349,Naftalan,AZ,40.5067,46.825,57.2,88,75,11.5,broken clouds
350,Totma,RU,59.9747,42.7642,35.19,79,35,11.68,scattered clouds
351,Acapulco,MX,16.8634,-99.8901,84.2,70,40,9.22,scattered clouds
352,Krasnoturansk,RU,54.3186,91.5639,21.2,73,0,3.18,clear sky
353,Guiglo,CI,6.5456,-7.4966,76.48,79,100,2.33,overcast clouds
354,Umtata,ZA,-31.5889,28.7844,63.34,86,96,1.86,overcast clouds
355,Ankazobe,MG,-18.3167,47.1167,62.6,94,40,4.61,scattered clouds
356,Bowling Green,US,36.9903,-86.4436,69.8,46,20,16.11,few clouds
357,Cody,US,44.5263,-109.0565,62.6,13,1,14.97,clear sky
358,Halifax,CA,44.6453,-63.5724,42.8,49,93,4.61,overcast clouds
359,Malaya Purga,RU,56.5567,53.0043,39.0,95,100,1.01,moderate rain
360,Roebourne,AU,-20.7833,117.1333,82.83,76,52,9.93,broken clouds
361,Tuatapere,NZ,-46.1333,167.6833,62.01,86,96,8.99,moderate rain
362,Omsukchan,RU,62.5333,155.8,-3.19,80,76,6.85,broken clouds
363,Mitchell,US,43.7094,-98.0298,60.8,18,1,3.44,clear sky
364,Kaitangata,NZ,-46.2817,169.8464,64.99,73,52,3.0,broken clouds
365,Rafai,CF,4.95,23.9167,69.1,92,98,1.74,overcast clouds
366,Mana,GF,5.6592,-53.7767,78.04,85,73,6.22,broken clouds
367,Pangnirtung,CA,66.1451,-65.7125,29.39,85,100,5.66,overcast clouds
368,Byron Bay,AU,-28.65,153.6167,73.4,49,47,13.8,scattered clouds
369,Kruisfontein,ZA,-34.0033,24.7314,58.62,87,89,3.09,overcast clouds
370,Lebu,CL,-37.6167,-73.65,53.19,85,0,9.46,clear sky
371,Ust-Kut,RU,56.7938,105.7672,7.72,94,59,1.45,broken clouds
372,Pacific Grove,US,36.6177,-121.9166,60.01,58,1,10.36,clear sky
373,Santa Cruz Do Capibaribe,BR,-7.9575,-36.2047,71.13,92,86,7.0,overcast clouds
374,Sitka,US,57.0531,-135.33,33.8,75,90,13.8,light snow
375,Samarinda,ID,-0.5,117.15,75.27,92,97,1.83,overcast clouds
376,San Policarpo,PH,12.1791,125.5072,80.49,78,75,10.2,broken clouds
377,Kupang,ID,-10.1667,123.5833,78.1,87,58,2.82,broken clouds
378,Surskoye,RU,54.4821,46.7214,34.61,99,100,5.7,overcast clouds
379,Hearst,CA,49.6835,-83.6665,55.4,67,77,3.44,broken clouds
380,Santa Rosa,PH,14.3122,121.1114,81.0,69,40,4.61,scattered clouds
381,Yangshe,CN,31.8899,120.6052,59.0,99,100,13.65,light rain
382,Araouane,ML,18.9048,-3.5265,89.01,9,0,8.12,clear sky
383,Ahipara,NZ,-35.1667,173.1667,71.83,69,5,2.93,clear sky
384,Gat,IL,31.61,34.7642,55.99,57,42,1.99,scattered clouds
385,Kirakira,SB,-10.4544,161.9205,83.93,70,97,7.23,light rain
386,Dongning,CN,44.0622,131.1207,46.42,44,28,2.93,scattered clouds
387,The Pas,CA,53.8251,-101.2541,41.0,60,75,6.91,broken clouds
388,Pipri,IN,19.8,75.5333,84.7,35,97,5.66,overcast clouds
389,Alekseyevsk,RU,57.8406,108.3492,4.96,94,37,1.83,scattered clouds
390,Luderitz,NA,-26.6481,15.1594,72.45,53,0,7.63,clear sky
391,Saint Thomas Mount,IN,12.9964,80.2031,78.8,83,20,2.3,mist
392,Dubbo,AU,-32.25,148.6167,55.4,58,40,17.27,scattered clouds
393,Abha,SA,18.2164,42.5053,64.4,23,20,5.75,few clouds
394,Road Town,VG,18.4167,-64.6167,77.0,57,20,10.36,few clouds
395,San Quintin,MX,30.4833,-115.95,65.43,68,58,15.32,broken clouds
396,Saint-Joseph,RE,-21.3667,55.6167,78.8,78,0,4.61,clear sky
397,Karratha,AU,-20.7377,116.8463,83.17,75,57,12.73,broken clouds
398,Ust-Maya,RU,60.4167,134.5333,19.56,94,100,6.38,snow
399,Bilma,NE,18.6853,12.9164,84.51,7,89,9.82,overcast clouds
400,Necochea,AR,-38.5473,-58.7368,57.0,92,100,1.99,light rain
401,Garowe,SO,8.4054,48.4845,70.48,78,0,7.76,clear sky
402,Parrita,CR,9.5201,-84.3225,75.2,64,40,3.44,scattered clouds
403,Dingle,PH,10.9995,122.6711,78.1,81,59,6.78,moderate rain
404,Dukat,RU,62.55,155.55,-5.62,83,92,6.82,overcast clouds
405,Vaasa,FI,63.096,21.6158,30.99,93,0,5.75,clear sky
406,Mount Isa,AU,-20.7333,139.5,73.4,40,20,19.57,few clouds
407,Matara,LK,5.9485,80.5353,76.33,85,25,2.37,scattered clouds
408,Pak Chong,TH,14.708,101.4161,80.01,83,80,0.56,broken clouds
409,Sangar,RU,63.9242,127.4739,11.35,75,100,1.92,overcast clouds
410,Nazarovo,RU,56.0064,90.3914,22.35,96,13,1.25,few clouds
411,Kurilsk,RU,45.2333,147.8833,33.76,84,10,9.84,clear sky
412,Balabac,PH,7.9868,117.0645,82.22,77,39,12.5,scattered clouds
413,Puerto Leguizamo,CO,-0.1934,-74.7819,75.45,90,95,1.43,overcast clouds
414,Tucumcari,US,35.1717,-103.725,73.4,12,1,10.36,clear sky
415,Campbell River,CA,50.0163,-125.2446,48.99,37,40,5.75,scattered clouds
416,Shubarkuduk,KZ,49.1447,56.4872,44.47,71,53,15.1,broken clouds
417,Yumaguzino,RU,52.9041,56.3933,36.05,80,72,7.99,broken clouds
418,Gimli,CA,50.6336,-96.9907,41.0,56,64,5.75,broken clouds
419,Baykit,RU,61.67,96.37,11.46,98,81,1.5,broken clouds
420,Norman,US,35.2226,-97.4395,66.99,26,1,16.11,clear sky
421,Cap-Aux-Meules,CA,47.3821,-61.8597,32.0,74,30,14.97,scattered clouds
422,Hay River,CA,60.8156,-115.7999,6.8,56,100,4.61,overcast clouds
423,Terrace,CA,54.5163,-128.6035,37.4,60,75,11.5,broken clouds
424,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.72,97,70,2.91,broken clouds
425,Nouakchott,MR,18.0858,-15.9785,73.4,73,79,14.97,broken clouds
426,Zyryanka,RU,65.75,150.85,-2.47,88,100,14.61,overcast clouds
427,Bulawayo,ZW,-20.15,28.5833,58.59,70,0,9.13,clear sky
428,Salta,AR,-24.7859,-65.4117,71.6,88,0,1.34,clear sky
429,Shelburne,CA,44.0787,-80.2041,69.8,46,1,9.22,clear sky
430,Kavieng,PG,-2.5744,150.7967,81.99,74,100,7.38,light rain
431,Myre,NO,69.1036,15.9492,35.6,87,75,21.85,light snow
432,Saint-Pierre,RE,-21.3393,55.4781,78.8,69,90,5.75,overcast clouds
433,Sarai Naurang,PK,32.8259,70.7814,73.17,35,73,6.22,broken clouds
434,Bonavista,CA,48.6499,-53.1147,33.01,100,100,6.91,heavy intensity rain
435,Muisne,EC,0.6,-80.0333,84.2,79,20,5.75,few clouds
436,Talara,PE,-4.5772,-81.2719,75.2,69,75,14.97,broken clouds
437,Iquitos,PE,-3.7481,-73.2472,82.4,83,40,3.44,scattered clouds
438,Batticaloa,LK,7.7102,81.6924,78.37,81,66,5.82,broken clouds
439,Dharampur,IN,20.5333,73.1833,79.47,51,36,4.85,scattered clouds
440,Madikeri,IN,12.4167,75.7333,63.88,96,53,0.16,broken clouds
441,Gewane,ET,10.1664,40.6453,79.61,49,45,4.32,scattered clouds
442,Dandong,CN,40.1292,124.3947,48.96,63,100,4.72,overcast clouds
443,Tonshayevo,RU,57.736,47.0127,29.37,97,90,2.35,overcast clouds
444,Kelheim,DE,48.9167,11.8667,48.99,71,100,2.3,overcast clouds
445,Prince Albert,CA,53.2001,-105.7677,51.8,32,20,11.5,few clouds
446,Kungurtug,RU,50.5994,97.5228,18.77,95,96,3.02,overcast clouds
447,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,35.6,48,0,4.47,clear sky
448,Inongo,CD,-1.95,18.2667,72.66,94,82,3.71,light rain
449,Bathsheba,BB,13.2167,-59.5167,78.8,65,20,8.05,volcanic ash
450,Rawson,AR,-43.3002,-65.1023,64.4,41,1,8.03,clear sky
451,Punto Fijo,VE,11.6956,-70.1996,79.95,72,92,26.93,overcast clouds
452,Veraval,IN,20.9,70.3667,78.1,64,0,13.53,clear sky
453,La Esperanza,GT,14.8667,-91.5667,73.99,77,75,9.22,broken clouds
454,Canutama,BR,-6.5339,-64.3831,74.73,96,94,2.06,overcast clouds
455,Pandan,PH,14.0453,124.1694,79.45,77,76,9.95,broken clouds
456,Naryan-Mar,RU,67.6713,53.087,37.53,87,100,21.0,overcast clouds
457,Hakui,JP,36.8833,136.7833,54.0,24,0,1.01,clear sky
458,Yatou,CN,37.15,122.3833,50.14,73,72,7.63,broken clouds
459,Oranjestad,AW,12.524,-70.027,80.6,78,20,20.71,few clouds
460,Talca,CL,-35.4333,-71.6667,60.8,48,0,4.61,clear sky
461,Nurota,UZ,40.5614,65.6886,53.6,66,0,4.61,clear sky
462,Skjervoy,NO,70.0311,20.9714,34.7,75,100,19.91,snow
463,Ketchikan,US,55.3422,-131.6461,39.2,81,90,5.75,light snow
464,Myitkyina,MM,25.3833,97.4,68.83,74,64,2.48,broken clouds
465,Kismayo,SO,-0.3582,42.5454,82.29,78,85,11.34,overcast clouds
466,Bandarbeyla,SO,9.4942,50.8122,78.01,72,0,6.76,clear sky
467,Saint George,US,37.1041,-113.5841,82.99,7,1,11.5,clear sky
468,Jumla,NP,29.2747,82.1838,40.23,24,0,5.46,clear sky
469,Isangel,VU,-19.55,169.2667,79.57,84,100,10.8,overcast clouds
470,Apache Junction,US,33.4151,-111.5496,91.99,6,20,11.5,few clouds
471,Priargunsk,RU,50.3691,119.1012,32.31,45,57,7.92,broken clouds
472,Tenenkou,ML,14.4572,-4.9169,90.45,7,0,9.08,clear sky
473,Phonhong,LA,18.5007,102.4166,77.0,78,75,9.22,broken clouds
474,Foz,ES,43.5692,-7.2544,50.0,100,100,8.99,overcast clouds
475,Povenets,RU,62.8487,34.8262,30.96,86,90,12.21,overcast clouds
476,Svetlyy,RU,54.675,20.1347,35.6,80,0,2.24,clear sky
477,Orodara,BF,10.9492,-4.9342,89.6,37,0,6.91,clear sky
478,Sao Joao Dos Patos,BR,-6.495,-43.7022,75.96,64,99,3.29,overcast clouds
479,Ribeira Brava,PT,32.65,-17.0667,60.01,90,91,2.66,overcast clouds
480,Makakilo City,US,21.3469,-158.0858,78.8,53,75,11.5,broken clouds
481,Wajir,KE,1.7471,40.0573,78.94,71,100,13.35,overcast clouds
482,Severnyy-Kospashskiy,RU,59.0925,57.8008,39.99,83,100,1.01,overcast clouds
483,Mbanza-Ngungu,CD,-5.25,14.8667,66.13,92,99,1.66,overcast clouds
484,Blagoyevo,RU,63.3667,47.9167,35.56,85,100,11.7,overcast clouds
485,Dudinka,RU,69.4058,86.1778,13.24,97,73,4.59,broken clouds
486,Mawlamyine,MM,16.4914,97.6256,79.02,78,69,3.15,broken clouds
487,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.66,80,91,2.39,overcast clouds
488,Coahuayana,MX,18.7333,-103.6833,84.2,39,1,7.27,clear sky
489,Estelle,US,29.8458,-90.1067,77.0,83,75,14.97,broken clouds
490,Deer Park,US,29.7052,-95.1238,84.2,18,1,16.11,clear sky
491,Lovington,US,32.944,-103.3485,73.99,11,0,5.01,clear sky
492,Dong Hoi,VN,17.4833,106.6,75.25,91,51,7.29,broken clouds
493,Clyde River,CA,70.4692,-68.5914,32.0,55,90,17.27,overcast clouds
494,Luena,AO,-11.7833,19.9167,58.1,93,41,2.57,scattered clouds
495,Winnemucca,US,40.973,-117.7357,71.6,13,1,13.8,clear sky
496,Voznesenye,RU,61.0106,35.4781,33.03,79,67,11.77,broken clouds
497,Alugan,PH,12.2188,125.4808,80.13,79,76,9.69,broken clouds
498,Samarai,PG,-10.6167,150.6667,82.45,67,95,12.75,overcast clouds
499,Owando,CG,-0.4819,15.8999,71.53,93,92,2.73,overcast clouds
500,Quimper,FR,48.0,-4.1,42.8,87,0,9.22,clear sky
501,Monte Alegre De Minas,BR,-18.8706,-48.8808,69.8,56,0,3.44,clear sky
502,Darhan,MN,49.4867,105.9228,30.7,54,100,18.75,overcast clouds
503,Talnakh,RU,69.4865,88.3972,28.13,97,100,4.92,light snow
504,Broken Hill,AU,-31.95,141.4333,55.4,62,40,19.57,scattered clouds
505,Merauke,ID,-8.4667,140.3333,80.01,81,82,6.51,broken clouds
506,Qesarya,IL,32.5189,34.9046,57.0,62,40,14.5,scattered clouds
507,Kabompo,ZM,-13.5927,24.2008,59.81,77,8,4.54,clear sky
508,San Patricio,US,28.017,-97.5169,88.0,51,1,16.11,clear sky
509,Vawkavysk,BY,53.1561,24.4513,47.01,78,99,2.33,overcast clouds
510,Champerico,GT,14.3,-91.9167,87.8,74,20,9.22,few clouds
511,Vila Velha,BR,-20.3297,-40.2925,77.0,78,20,3.44,few clouds
512,Springbok,ZA,-29.6643,17.8865,69.75,35,6,1.86,clear sky
513,Launceston,AU,-41.45,147.1667,48.2,61,40,5.75,scattered clouds
514,Praya,CV,14.9215,-23.5087,73.4,53,0,16.11,clear sky
515,Maceio,BR,-9.6658,-35.7353,71.6,100,75,3.44,broken clouds
516,Virginia Beach,US,36.8529,-75.978,69.01,72,75,9.22,broken clouds
517,Clovis,US,36.8252,-119.7029,78.01,23,75,9.22,broken clouds
518,Sosnovoborsk,RU,56.1325,93.3589,17.6,79,0,2.24,clear sky
519,Normandin,CA,48.8333,-72.5321,55.4,44,100,11.5,overcast clouds
520,Souillac,MU,-20.5167,57.5167,78.8,78,75,11.5,broken clouds
521,Camacupa,AO,-12.0167,17.4833,64.11,68,100,1.32,overcast clouds
522,Maraba,BR,-5.3686,-49.1178,75.34,88,61,2.98,broken clouds
523,Sale,MA,34.0389,-6.8166,60.01,100,20,2.06,few clouds
524,Lafia,NG,8.4833,8.5167,88.36,39,98,6.55,overcast clouds
525,Vila Do Maio,CV,15.1333,-23.2167,73.4,53,0,16.11,clear sky
526,Tyukhtet,RU,56.5389,89.3011,22.68,96,15,1.34,few clouds
527,The Valley,AI,18.217,-63.0578,77.0,60,20,5.75,few clouds
528,Chateaudun,FR,48.0833,1.3333,48.2,93,90,9.22,overcast clouds
529,Tumaco,CO,1.7986,-78.8156,78.62,83,68,6.4,broken clouds
530,Carberry,CA,49.8689,-99.3602,62.6,20,40,6.91,scattered clouds
531,Madimba,TZ,-10.4,40.3333,75.06,92,97,7.31,moderate rain
532,Nome,US,64.5011,-165.4064,12.99,52,75,19.57,broken clouds
533,Awjilah,LY,29.1081,21.2869,59.43,27,62,8.68,broken clouds
534,Koubia,GN,11.5833,-11.9,80.37,33,73,4.32,broken clouds
535,Flinders,AU,-34.5833,150.8552,60.01,52,0,8.01,clear sky
536,Kokorevka,RU,52.5872,34.2778,37.13,69,0,4.45,clear sky
537,Amurzet,RU,47.6967,131.0981,48.42,50,100,8.5,overcast clouds
538,Bacsalmas,HU,46.1265,19.3326,45.72,63,18,6.6,few clouds
539,Jashpurnagar,IN,22.9,84.15,70.14,56,6,1.3,clear sky
540,Malanje,AO,-9.5402,16.341,63.88,95,100,2.46,light rain
541,Tonj,SS,7.2737,28.6822,82.94,46,96,6.33,overcast clouds
542,Te Anau,NZ,-45.4167,167.7167,55.92,94,100,3.49,overcast clouds
543,Tarakeswar,IN,22.885,88.0172,80.6,94,40,9.22,haze
544,Muli,MV,2.9167,73.5667,82.54,74,22,10.36,few clouds
545,Itanagar,IN,27.1,93.6167,66.07,76,13,3.44,few clouds
546,Gravdal,NO,68.1214,13.5031,35.29,90,100,21.59,light snow
547,El Naranjo,MX,21.4667,-98.6,101.61,25,0,20.11,clear sky
548,Ixtapa,MX,20.7,-105.2,80.01,73,20,14.97,few clouds
549,Stornoway,GB,58.2093,-6.3865,26.6,100,86,2.3,light snow
550,Danjiangkou,CN,32.5428,111.5086,55.4,79,100,2.84,heavy intensity rain
551,Mangai,CD,-4.05,19.5333,70.74,95,97,1.86,overcast clouds
552,Iracoubo,GF,5.4802,-53.2011,78.12,85,69,6.93,light rain
553,Anadyr,RU,64.75,177.4833,8.6,56,100,6.71,overcast clouds
554,Minab,IR,27.1467,57.0801,75.2,78,2,6.91,clear sky
555,Yaan,NG,7.3833,8.5667,82.44,65,94,14.41,overcast clouds
556,Tambura,SS,5.6,27.4667,71.55,79,100,4.21,overcast clouds
557,Rovaniemi,FI,66.5,25.7167,26.6,100,90,10.36,overcast clouds
558,Tazovskiy,RU,67.4667,78.7,17.58,98,24,9.01,few clouds
559,High Level,CA,58.5169,-117.136,23.0,46,75,17.27,broken clouds
560,Beringovskiy,RU,63.05,179.3167,7.93,92,100,22.44,light snow
561,Aldan,RU,58.6031,125.3894,5.72,89,100,11.12,overcast clouds
562,Contamana,PE,-7.3333,-75.0167,76.33,93,74,2.3,heavy intensity rain
563,Eseka,CM,3.65,10.7667,74.64,99,100,1.83,light rain
564,Bessonovka,RU,53.3097,45.0407,39.99,68,100,8.05,overcast clouds
565,Akyab,MM,20.15,92.9,76.05,86,3,5.86,clear sky
566,Caraquet,CA,47.7941,-64.9386,32.0,69,34,2.3,scattered clouds
567,Orlik,RU,52.5178,99.825,12.4,88,60,2.57,broken clouds
568,Tuy Hoa,VN,13.0833,109.3,75.92,87,38,3.51,scattered clouds
569,Goderich,CA,43.7501,-81.7165,71.6,43,100,10.36,overcast clouds
570,Lasa,IT,46.6166,10.7002,48.0,87,75,6.91,broken clouds
571,Da Nang,VN,16.0678,108.2208,75.2,94,20,3.76,few clouds
572,Zalesovo,RU,53.9939,84.7431,29.5,87,5,6.08,clear sky
573,Bairiki,KI,1.3292,172.9752,84.2,74,40,9.22,scattered clouds
574,San Cristobal,VE,7.7669,-72.225,82.4,74,40,6.91,scattered clouds
575,Mehamn,NO,71.0357,27.8492,28.35,59,54,17.76,broken clouds
576,Vertientes,CU,21.2594,-78.1464,80.6,57,20,10.36,few clouds
577,Puerto Carreno,CO,6.189,-67.4859,74.71,91,100,5.17,overcast clouds
578,Mazagao,BR,-0.115,-51.2894,75.2,100,90,3.44,overcast clouds
579,Alekseyevka,RU,50.6309,38.6903,40.82,67,53,8.28,broken clouds
580,Rusape,ZW,-18.5278,32.1284,52.9,92,0,2.66,clear sky
581,Ucluelet,CA,48.9329,-125.5528,50.0,61,20,21.85,few clouds
582,Galle,LK,6.0367,80.217,78.55,76,7,1.36,clear sky
583,Marienburg,PL,54.0359,19.0266,39.99,65,100,4.68,overcast clouds
584,Makat,KZ,47.6469,53.3463,60.96,47,14,19.13,few clouds
585,Alegria,PH,9.4669,125.5772,77.88,85,100,4.38,heavy intensity rain
586,Chimbote,PE,-9.0853,-78.5783,69.66,86,86,7.7,overcast clouds
587,Kjopsvik,NO,68.097,16.3742,36.0,100,90,17.27,snow
588,Pochutla,MX,15.7432,-96.4661,84.99,65,20,17.27,few clouds
589,Lodingen,NO,68.414,15.9951,34.0,100,90,17.27,light snow
590,Vitim,RU,59.4511,112.5578,2.43,97,95,3.24,overcast clouds
591,Nara,JP,34.6851,135.8049,52.0,62,0,1.14,clear sky
592,Salina,US,38.8403,-97.6114,63.0,27,1,16.11,clear sky
593,Aksarka,RU,66.5606,67.7975,27.27,89,95,12.12,overcast clouds
594,Bull Savanna,JM,17.8868,-77.5902,77.56,76,59,12.82,broken clouds
595,Yarmouth,US,41.7057,-70.2286,55.0,87,75,16.11,broken clouds
596,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,100,75,19.77,light intensity drizzle
597,Lieto,FI,60.5103,22.4618,35.6,80,0,9.22,clear sky
598,Peniche,PT,39.3558,-9.3811,59.0,91,8,1.99,clear sky
599,Adrar,MR,20.5022,-10.0711,78.98,19,2,14.32,clear sky
600,Luanda,AO,-8.8368,13.2343,78.8,83,75,5.75,broken clouds
601,Seara,PT,41.1818,-7.8003,55.0,91,93,2.06,overcast clouds
602,Saint Anthony,US,45.0205,-93.218,48.2,61,90,13.8,overcast clouds
603,Tartagal,AR,-22.5164,-63.8013,82.0,74,28,1.99,scattered clouds
604,Abbeyleix,IE,52.8992,-7.3575,33.01,93,100,3.0,overcast clouds
605,Northam,GB,51.0333,-4.2167,41.0,79,22,8.01,few clouds
606,Neryungri,RU,56.6709,124.6491,6.15,88,78,7.25,broken clouds
607,Linjiang,CN,41.8069,126.9078,48.47,55,86,3.62,overcast clouds
608,Tessaoua,NE,13.7574,7.9874,83.16,5,100,9.48,overcast clouds
609,Abu Samrah,SY,35.3029,37.1841,44.69,77,33,15.7,scattered clouds
610,Yorosso,ML,12.3536,-4.7761,87.91,7,1,4.81,clear sky
611,Mezhgorye,UA,44.9667,34.4167,37.4,72,91,3.74,overcast clouds
612,Kalmunai,LK,7.4167,81.8167,77.94,81,62,5.01,broken clouds
613,Zhuhai,CN,22.2769,113.5678,72.0,83,40,14.97,scattered clouds
614,Outjo,NA,-20.1167,16.15,64.22,42,0,9.93,clear sky
615,Rio Do Sul,BR,-27.2142,-49.6431,72.0,90,58,1.68,broken clouds
616,Ambon,ID,-3.6954,128.1814,78.8,78,20,5.75,few clouds
617,Nyurba,RU,63.2842,118.3319,6.04,91,100,7.81,overcast clouds
618,Saurimo,AO,-9.6608,20.3916,60.94,97,88,3.98,overcast clouds
619,Beinamar,TD,8.6698,15.3813,85.32,42,96,4.59,overcast clouds
620,Morondava,MG,-20.2833,44.2833,77.13,71,100,7.16,overcast clouds
621,Ambilobe,MG,-13.2,49.05,72.52,92,99,3.11,overcast clouds
622,Escanaba,US,45.7453,-87.0646,55.0,87,90,4.61,overcast clouds
623,Okhotsk,RU,59.3833,143.3,22.87,76,100,28.88,overcast clouds
624,Baghdad,IQ,33.3406,44.4009,66.2,39,0,24.16,clear sky
625,Manakara,MG,-22.1333,48.0167,73.99,92,99,3.98,overcast clouds
626,Rocha,UY,-34.4833,-54.3333,67.3,99,100,9.1,moderate rain
627,Kot Diji,PK,27.3427,68.7083,69.8,73,0,4.61,haze
628,Recke,DE,52.3833,7.7167,46.4,100,75,6.91,moderate rain
629,Mapiripan,CO,2.8892,-72.1256,73.6,95,99,2.91,moderate rain
630,Port Macquarie,AU,-31.4333,152.9167,69.01,50,1,1.99,clear sky
631,Mahon,ES,39.8885,4.2658,51.8,93,0,5.75,clear sky
632,Ferrol,ES,43.4832,-8.2369,52.0,100,75,6.91,broken clouds
633,Pomabamba,PE,-8.8333,-77.4667,50.94,83,100,3.38,moderate rain
634,Coquimbo,CL,-29.9533,-71.3436,59.0,77,0,8.05,clear sky
635,Melfi,IT,40.9965,15.6514,39.99,86,95,1.01,overcast clouds
636,Auki,SB,-8.7676,160.7034,83.52,70,100,3.11,overcast clouds
637,Bilibino,RU,68.0546,166.4372,1.74,65,98,3.74,overcast clouds
638,Kamenka,RU,51.3223,42.7678,39.0,91,90,11.74,overcast clouds
639,Hastings,GB,50.8552,0.5729,39.99,80,100,5.99,overcast clouds
640,Mukhen,RU,48.1,136.1,48.87,34,91,11.48,overcast clouds
641,Kupino,RU,54.3663,77.2981,33.96,87,100,8.03,overcast clouds
642,Ponta Delgada,PT,37.7333,-25.6667,60.8,100,75,10.36,mist
643,Balzers,LI,47.0667,9.5,48.0,74,100,1.99,overcast clouds
644,Rochelle,FR,46.25,-1.0,53.6,87,90,9.22,overcast clouds
645,Honningsvag,NO,70.9821,25.9704,32.5,65,65,28.54,light snow
646,Houston,US,29.7633,-95.3633,84.2,24,1,13.8,clear sky
647,Leshukonskoye,RU,64.8989,45.7622,37.85,92,100,13.89,overcast clouds
648,Toppenish,US,46.3774,-120.3087,53.6,22,1,16.11,clear sky
649,Sur,OM,22.5667,59.5289,79.66,62,1,10.71,clear sky
650,Labuhan,ID,-6.8844,112.2051,77.79,88,83,6.46,moderate rain
651,Posse,BR,-14.0931,-46.3694,76.15,49,100,4.38,overcast clouds
652,Hami,CN,42.8,93.45,50.72,37,45,11.88,scattered clouds
653,Chapais,CA,49.7834,-74.8492,59.0,47,1,9.22,clear sky
654,Cardston,CA,49.2,-113.3019,37.4,86,84,18.41,light snow
655,Pulandian,CN,39.3953,121.9669,51.8,76,0,6.71,clear sky
656,Mugan,CN,35.9404,101.3842,38.34,89,99,1.81,overcast clouds
657,Samfya,ZM,-11.3649,29.5565,63.52,90,100,6.96,light rain
658,Kortkeros,RU,61.8106,51.5806,32.0,59,0,6.71,clear sky
659,Aswan,EG,24.0934,32.907,63.16,25,0,15.77,clear sky
660,West Fargo,US,46.875,-96.9004,57.2,35,1,3.44,clear sky
661,Bajil,YE,15.0584,43.2851,80.17,52,28,6.11,scattered clouds
662,Ozinki,RU,51.1786,49.6769,59.58,54,76,19.3,broken clouds
663,Puerto Cabezas,NI,14.0351,-83.3888,82.4,89,75,6.91,broken clouds
664,Markova,UA,48.6758,24.4138,37.17,80,7,5.32,clear sky
665,Teya,RU,60.3778,92.6267,23.9,96,96,3.71,overcast clouds
666,Gilgit,PK,35.9221,74.3087,51.37,57,88,1.95,overcast clouds
667,Sambava,MG,-14.2667,50.1667,75.0,89,100,6.26,overcast clouds
668,Hannibal,US,39.7084,-91.3585,46.4,93,90,19.57,moderate rain
669,Kawardha,IN,22.0167,81.25,79.07,33,42,5.28,scattered clouds
670,Pucallpa,PE,-8.3791,-74.5539,77.0,88,75,2.3,broken clouds
671,Staphorst,NL,52.645,6.2111,36.0,90,100,4.0,overcast clouds
672,America Dourada,BR,-11.4553,-41.4361,68.5,88,44,7.11,scattered clouds
673,Lethem,GY,3.3803,-59.7968,81.03,71,98,6.46,overcast clouds
674,Khawhai,IN,23.3667,93.1167,54.64,85,61,2.62,broken clouds
675,Nyuksenitsa,RU,60.4128,44.2397,33.91,84,23,10.71,few clouds
676,Okoneshnikovo,RU,54.8377,75.0834,32.81,88,100,6.22,overcast clouds
677,Lewiston,US,44.1003,-70.2148,66.2,42,41,5.75,scattered clouds
678,Vengerovo,RU,55.6848,76.7471,31.03,94,76,2.84,broken clouds
679,Pindiga,NG,9.9833,10.9333,85.71,22,100,2.71,overcast clouds
680,Hadrut,AZ,39.52,47.0318,51.55,82,46,4.85,scattered clouds
681,Berberati,CF,4.2612,15.7922,71.55,86,64,2.26,broken clouds
682,Livingstonia,MW,-10.606,34.1063,62.69,90,100,4.92,moderate rain
683,Kuching,MY,1.55,110.3333,75.2,94,40,3.44,light rain
684,Chany,RU,55.3121,76.7647,32.85,91,100,3.96,overcast clouds
685,Killybegs,IE,54.6333,-8.45,37.4,81,75,8.05,broken clouds
686,Martapura,ID,-3.4167,114.85,75.2,100,40,3.44,scattered clouds
687,Ilam,NP,26.9167,87.9167,63.28,21,0,6.93,clear sky
688,Wuwei,CN,37.9281,102.6414,47.12,41,92,3.27,overcast clouds
689,Tongliao,CN,43.6125,122.2653,56.68,45,100,18.16,overcast clouds
690,Nieuw Amsterdam,SR,5.8833,-55.0833,81.0,83,40,4.61,scattered clouds
691,Tondano,ID,1.3038,124.9112,75.2,94,20,1.14,few clouds
692,Alice Springs,AU,-23.7,133.8833,64.99,48,0,13.8,clear sky
693,Manzanillo,CU,20.3433,-77.1167,83.5,59,84,6.76,broken clouds
